ID,Symbol,Compound_Name,Three letter code,MAP_denotion,IUPAC_Name,CXSMILES,,IUPAC_Name,Natural_Analog,Monomer_Type,Polymer_Type,R1,R2,R3,capped_SMILES,,,PubChem_CID,IUPAC_Condensed
210,Mono15,N.D,M015,{nnr:M15},"(E,2S,3R,4R)-4-methyl-2-(methylamino)-3-(1-oxoethoxy)oct-6-enoic acid",C/C=C/C[C@@H](C)[C@@H](OC(C)=O)[C@@H](C([*])=O)N(C)[*] |$;;;;;;;;;;;;;_R2;;;;_R1$|,,"(E,2S,3R,4R)-4-methyl-2-(methylamino)-3-(1-oxoethoxy)oct-6-enoic acid",T,Backbone,PEPTIDE,H,OH,-,C/C=C/C[C@@H](C)[C@@H](OC(C)=O)[C@@H](C=O)N(C)C,,,N.D,N.D
211,Mono16,N.D,M016,{nnr:M16},"(2R)-5-chloropentane-1,2,4-triol",[*]O[C@H](CC(O)CCl)C([*])=O |$_R1;;;;;;;;;_R2;$|,,"(2R)-5-chloropentane-1,2,4-triol",X,Backbone,PEPTIDE,H,OH,-,CO[C@@H](C=O)CC(O)CCl,,,N.D,N.D
212,Mono17,N.D,M017,{nnr:M17},"2-[(1R)-1-aminoethyl]-1,3-thiazole-4-carboxylic acid",C[C@@H](N[*])c1nc(C([*])=O)cs1 |$;;;_R1;;;;;_R2;;;$|,,"2-[(1R)-1-aminoethyl]-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C)c1nc(C=O)cs1,,,11298223,N.D
213,Mono18,N.D,M018,{nnr:M18},"(4S,5R)-2-[(1S,2S)-1-amino-2-methylbutyl]-4,5-dihydro-1,3-oxazole-4-carboxylic acid",CC[C@H](C)[C@H](N[*])C1=N[C@H](C([*])=O)[C@@H](C)O1 |$;;;;;;_R1;;;;;_R2;;;;$|,,"(4S,5R)-2-[(1S,2S)-1-amino-2-methylbutyl]-4,5-dihydro-1,3-oxazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CC[C@H](C)[C@H](NC)C1=N[C@H](C=O)[C@@H](C)O1,,,N.D,N.D
214,Mono19,N.D,M019,{nnr:M19},"2-[(1R)-1-amino-2-phenylethyl]-1,3-thiazole-4-carboxylic acid",[*]N[C@H](Cc1ccccc1)c1nc(C([*])=O)cs1 |$_R1;;;;;;;;;;;;;;_R2;;;$|,,"2-[(1R)-1-amino-2-phenylethyl]-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](Cc1ccccc1)c1nc(C=O)cs1,,,96695793,N.D
215,Mono20,N.D,M020,{nnr:M20},"(4S,5R)-2-[(1S)-1-amino-2-methylpropyl]-5-methyl-4,5-dihydro-1,3-oxazole-4-carboxylic acid",CC(C)[C@H](N[*])C1=N[C@H](C([*])=O)[C@@H](C)O1 |$;;;;;_R1;;;;;_R2;;;;$|,,"(4S,5R)-2-[(1S)-1-amino-2-methylpropyl]-5-methyl-4,5-dihydro-1,3-oxazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C1=N[C@H](C=O)[C@@H](C)O1)C(C)C,,,11095637,N.D
216,Mono23,N.D,M023,{nnr:M23},"(2S,3R)-2,3-diaminobutanoic acid",C[C@@H](N)[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,,"(2S,3R)-2,3-diaminobutanoic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)[C@@H](C)N,,,11073394,N.D
217,Mono24,N.D,M024,{nnr:M24},"(2S,3S,4R)-2,5-diamino-3,4-dimethyl-5-oxopentanoic acid",C[C@H]([C@H](N[*])C([*])=O)[C@@H](C)C(N)=O |$;;;;_R1;;_R2;;;;;;$|,,"(2S,3S,4R)-2,5-diamino-3,4-dimethyl-5-oxopentanoic acid",Q,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)[C@@H](C)[C@@H](C)C(N)=O,,,15604673,N.D
218,Mono25,N.D,M025,{nnr:M25},"[(2S,4S)-4-chloropiperidin-2-yl]methanol",[*]N1CC[C@H](Cl)C[C@H]1C([*])=O |$_R1;;;;;;;;;_R2;$|,,"[(2S,4S)-4-chloropiperidin-2-yl]methanol",X,Backbone,PEPTIDE,H,OH,-,CN1CC[C@H](Cl)C[C@H]1C=O,,,N.D,N.D
219,Mono26,Isostatine,M026,{nnr:ISO},"(3S,4R,5S)-4-amino-3-hydroxy-5-methylheptanoic acid",CC[C@H](C)[C@@H](N[*])[C@@H](O)CC([*])=O |$;;;;;;_R1;;;;;_R2;$|,,"(3S,4R,5S)-4-amino-3-hydroxy-5-methylheptanoic acid",I,Backbone,PEPTIDE,H,OH,-,CC[C@H](C)[C@@H](NC)[C@@H](O)CC=O,,,14428565,N.D
220,Mono27,N.D,M027,{nnr:M27},"(2S,4S)-4-hydroxy-2,5-dimethyl-3-oxohexanoic acid",CC(C)[C@H](O[*])C(=O)[C@H](C)C([*])=O |$;;;;;_R1;;;;;;_R2;$|,,"(2S,4S)-4-hydroxy-2,5-dimethyl-3-oxohexanoic acid",V,Backbone,PEPTIDE,H,OH,-,CO[C@H](C(=O)[C@H](C)C=O)C(C)C,,,49867110,N.D
221,Mono28,N.D,M028,{nnr:M28},"(E,4S)-4-amino-2,6-dimethylhept-2-enoic acid",C/C(=C\[C@H](CC(C)C)N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,,"(E,4S)-4-amino-2,6-dimethylhept-2-enoic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](/C=C(\C)C=O)CC(C)C,,,N.D,N.D
222,Mono29,N.D,M029,{nnr:M29},"(E,4R)-4-amino-2,6-dimethylhept-2-enoic acid",C/C(=C\[C@@H](CC(C)C)N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,,"(E,4R)-4-amino-2,6-dimethylhept-2-enoic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](/C=C(\C)C=O)CC(C)C,,,N.D,N.D
223,Mono30,N.D,M030,{nnr:M30},"2-[(1S)-1-amino-3-methylbutyl]-1,3-thiazole-4-carboxylic acid",CC(C)C[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;;_R1;;;;;_R2;;;$|,,"2-[(1S)-1-amino-3-methylbutyl]-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](CC(C)C)c1nc(C=O)cs1,,,10656268,N.D
224,Mono31,N.D,M031,{nnr:M31},"2-[(1S)-1-amino-2-methylpropyl]-1,3-thiazole-4-carboxylic acid",CC(C)[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;_R1;;;;;_R2;;;$|,,"2-[(1S)-1-amino-2-methylpropyl]-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](c1nc(C=O)cs1)C(C)C,,,53902398,N.D
225,Mono32,N-{[3-(trifluoromethyl)phenyl]methyl}glycine,M032,{nnr:PMG},2-[[3-(trifluoromethyl)phenyl]methylamino]acetic acid,[*]N(CC([*])=O)Cc1cccc(C(F)(F)F)c1 |$_R1;;;;_R2;;;;;;;;;;;;$|,,2-[[3-(trifluoromethyl)phenyl]methylamino]acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)Cc1cccc(C(F)(F)F)c1,,,13236065,N.D
226,Mono33,N.D,M033,{nnr:M33},2-(morpholin-4-ylmethylamino)ethanol,[*]N(CC([*])=O)CN1CCOCC1 |$_R1;;;;_R2;;;;;;;;$|,,2-(morpholin-4-ylmethylamino)ethanol,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CN1CCOCC1,,,N.D,N.D
227,Mono34,N.D,M034,{nnr:M34},2-(3-propan-2-yloxypropylamino)acetic acid,CC(C)OCCCN([*])CC([*])=O |$;;;;;;;;_R1;;;_R2;$|,,2-(3-propan-2-yloxypropylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CC(C)OCCCN(C)CC=O,,,54503494,N.D
228,Mono35,N.D,M035,{nnr:M35},"(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-phenylethyl]-1,3,4-oxadiazol-2-yl]propyl]pyrrolidine-2-carboxylic acid",CC[C@H](c1nnc([C@H](Cc2ccccc2)N[*])o1)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;;;;;;_R2;$|,,"(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-phenylethyl]-1,3,4-oxadiazol-2-yl]propyl]pyrrolidine-2-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CC[C@H](c1nnc([C@H](Cc2ccccc2)NC)o1)N1CCC[C@H]1C=O,,,N.D,N.D
229,Mono36,N.D,M036,{nnr:M36},"(2S)-1-[(2R)-1-[5-[(1S)-1-amino-2-phenylethyl]-1,3,4-oxadiazol-2-ylidene]-3-phenylpropan-2-yl]pyrrolidine-2-carboxylic acid",[*]N[C@@H](Cc1ccccc1)c1nnc([C@@H](Cc2ccccc2)N2CCC[C@H]2C([*])=O)o1 |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;$|,,"(2S)-1-[(2R)-1-[5-[(1S)-1-amino-2-phenylethyl]-1,3,4-oxadiazol-2-ylidene]-3-phenylpropan-2-yl]pyrrolidine-2-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1ccccc1)c1nnc([C@@H](Cc2ccccc2)N2CCC[C@H]2C=O)o1,,,N.D,N.D
230,Mono37,N.D,M037,{nnr:M37},"(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-phenylethylidene]-1,3,4-oxadiazol-2-yl]-3-methylbutyl]pyrrolidine-2-carboxylic acid",CC(C)C[C@H](c1nnc([C@H](Cc2ccccc2)N[*])o1)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;;;;;;_R2;$|,,"(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-phenylethylidene]-1,3,4-oxadiazol-2-yl]-3-methylbutyl]pyrrolidine-2-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1ccccc1)c1nnc([C@@H](CC(C)C)N2CCC[C@H]2C=O)o1,,,N.D,N.D
231,Mono38,N.D,M038,{nnr:M38},2-(oxan-4-ylmethylamino)acetic acid,[*]N(CC([*])=O)CC1CCOCC1 |$_R1;;;;_R2;;;;;;;;$|,,2-(oxan-4-ylmethylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CC1CCOCC1,,,62387349,N.D
232,Mono39,N.D,M039,{nnr:M39},2-(2-phenoxyethylamino)acetic acid,[*]N(CCOc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,2-(2-phenoxyethylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCOc1ccccc1,,,13236095,N.D
233,Mono40,N.D,M040,{nnr:M40},2-[3-(1-methylpyrazol-4-yl)propylamino]acetic acid,Cn1cc(CCCN([*])CC([*])=O)cn1 |$;;;;;;;;_R1;;;_R2;;;$|,,2-[3-(1-methylpyrazol-4-yl)propylamino]acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCCc1cnn(C)c1,,,N.D,N.D
234,Mono41,N.D,M041,{nnr:M41},2-[3-(2-oxopyrrolidin-1-yl)propylamino]acetic acid,[*]N(CCCN1CCCC1=O)CC([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,2-[3-(2-oxopyrrolidin-1-yl)propylamino]acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCCN1CCCC1=O,,,129031459,N.D
235,Mono42,n-(2-morpholinoethyl)glycine,M042,{nnr:MOP},2-(2-morpholin-4-ylethylamino)acetic acid,[*]N(CCN1CCOCC1)CC([*])=O |$_R1;;;;;;;;;;;;_R2;$|,,2-(2-morpholin-4-ylethylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCN1CCOCC1,,,28897547,N.D
236,Mono43,N.D,M043,{nnr:M43},2-(4-phenylbutylamino)acetic acid,[*]N(CCCCc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,,2-(4-phenylbutylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCCCc1ccccc1,,,10354443,N.D
237,Mono44,N.D,M044,{nnr:M44},2-[[6-(2-methylpropyl)-4H-oxazin-4-yl]methylamino]acetic acid,CC(C)Cc1cc(CN([*])CC([*])=O)no1 |$;;;;;;;;;_R1;;;_R2;;;$|,,2-[[6-(2-methylpropyl)-4H-oxazin-4-yl]methylamino]acetic acid,G,Backbone,PEPTIDE,H,OH,-,CC(C)Cc1cc(CN(C)CC=O)no1,,,N.D,N.D
238,Mono45,N.D,M045,{nnr:M45},2-[[2-(pyrazol-1-ylmethyl)phenyl]methylamino]ethanol,[*]N(CC([*])=O)Cc1ccccc1Cn1cccn1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,,2-[[2-(pyrazol-1-ylmethyl)phenyl]methylamino]ethanol,G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)Cc1ccccc1Cn1cccn1,,,N.D,N.D
239,Mono46,N.D,M046,{nnr:M46},"(2S)-1-[(2S,3R)-3-amino-1-(tert-butylamino)-1-oxo-4-phenylsulfanylbutan-2-yl]pyrrolidine-2-carboxylic acid",CC(C)(C)NC(=O)[C@H]([C@H](CSc1ccccc1)N[*])N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;;;;;_R2;$|,,"(2S)-1-[(2S,3R)-3-amino-1-(tert-butylamino)-1-oxo-4-phenylsulfanylbutan-2-yl]pyrrolidine-2-carboxylic acid",P,Backbone,PEPTIDE,H,OH,-,CN[C@@H](CSc1ccccc1)[C@@H](C(=O)NC(C)(C)C)N1CCC[C@H]1C=O,,,N.D,N.D
240,Mono47,N.D,M047,{nnr:M47},(2S)-1-[(1S)-1-[(2S)-aziridin-2-yl]-2-(tert-butylamino)-2-oxoethyl]pyrrolidine-2-carboxylic acid,CC(C)(C)NC(=O)[C@H]([C@@H]1CN1[*])N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;_R1;;;;;;;_R2;$|,,(2S)-1-[(1S)-1-[(2S)-aziridin-2-yl]-2-(tert-butylamino)-2-oxoethyl]pyrrolidine-2-carboxylic acid,P,Backbone,PEPTIDE,H,OH,-,CN1C[C@H]1[C@@H](C(=O)NC(C)(C)C)N1CCC[C@H]1C=O,,,N.D,N.D
241,Mono48,N.D,M048,{nnr:M48},"2-[3-(2,5-difluorocyclohepta-1,3,6-trien-1-yl)propylamino]ethanol",[*]N(CCCc1ccc(F)cc1F)CC([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,,"2-[3-(2,5-difluorocyclohepta-1,3,6-trien-1-yl)propylamino]ethanol",X,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCCc1ccc(F)cc1F,,,N.D,N.D
242,Mono49,N.D,M049,{nnr:M49},(2S)-2-amino-3-[(5-fluoropyridin-3-yl)methoxy]propanoic acid,[*]N[C@@H](COCc1cncc(F)c1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-[(5-fluoropyridin-3-yl)methoxy]propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCc1cncc(F)c1,,,142490835,N.D
243,Mono50,N.D,M050,{nnr:M50},"(2S)-2-amino-3-(2,2,3,3-tetrafluoropropoxy)propanoic acid",[*]N[C@@H](COCC(F)(F)C(F)F)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-3-(2,2,3,3-tetrafluoropropoxy)propanoic acid",S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCC(F)(F)C(F)F,,,142490713,N.D
244,Mono51,N.D,M051,{nnr:M51},"(2S)-4-(3,3-difluorocyclohexyl)-2-(methylamino)butanoic acid",CN([*])[C@@H](CCC1CCCC(F)(F)C1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,,"(2S)-4-(3,3-difluorocyclohexyl)-2-(methylamino)butanoic acid",X,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)CCC1CCCC(F)(F)C1,,,N.D,N.D
245,Mono52,N.D,M052,{nnr:M52},"(2S)-4-(4,4-difluorocyclohexyl)-2-(methylamino)butanoic acid",CN([*])[C@@H](CCC1CCC(F)(F)CC1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,,"(2S)-4-(4,4-difluorocyclohexyl)-2-(methylamino)butanoic acid",X,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)CCC1CCC(F)(F)CC1,,,N.D,N.D
246,Mono53,N.D,M053,{nnr:M53},(2S)-2-amino-3-[6-(dimethylamino)pyridin-3-yl]propanoic acid,CN(C)c1ccc(C[C@H](N[*])C([*])=O)cn1 |$;;;;;;;;;;_R1;;_R2;;;$|,,(2S)-2-amino-3-[6-(dimethylamino)pyridin-3-yl]propanoic acid,X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1ccc(N(C)C)nc1,,,96864375,N.D
247,Mono54,N.D,M054,{nnr:M54},(2S)-2-amino-3-[(2S)-2-hydroxypropoxy]propanoic acid,C[C@H](O)COC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-[(2S)-2-hydroxypropoxy]propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COC[C@H](C)O,,,142490702,N.D
248,Mono55,N.D,M055,{nnr:M55},(2S)-2-amino-3-(2-hydroxy-2-methylpropoxy)propanoic acid,CC(C)(O)COC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-(2-hydroxy-2-methylpropoxy)propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCC(C)(C)O,,,142490730,N.D
249,Mono56,N.D,M056,{nnr:M56},(2S)-2-amino-3-(3-hydroxy-3-methylbutoxy)propanoic acid,CC(C)(O)CCOC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-(3-hydroxy-3-methylbutoxy)propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCCC(C)(C)O,,,142490762,N.D
250,Mono57,N.D,M057,{nnr:M57},(2S)-2-amino-3-[2-(tert-butylamino)-2-oxoethoxy]propanoic acid,CC(C)(C)NC(=O)COC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-[2-(tert-butylamino)-2-oxoethoxy]propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCC(=O)NC(C)(C)C,,,142490747,N.D
251,Mono58,N.D,M058,{nnr:M58},"2-[2-(4,4-difluoropiperidin-1-yl)ethylamino]acetic acid",[*]N(CCN1CCC(F)(F)CC1)CC([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,,"2-[2-(4,4-difluoropiperidin-1-yl)ethylamino]acetic acid",G,Backbone,PEPTIDE,H,OH,-,CN(CC=O)CCN1CCC(F)(F)CC1,,,146471778,N.D
252,Mono59,N.D,M059,{nnr:M59},"(2S,4R)-4-(4,4-difluoropiperidin-1-yl)pyrrolidine-2-carboxylic acid",[*]N1C[C@H](N2CCC(F)(F)CC2)C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,,"(2S,4R)-4-(4,4-difluoropiperidin-1-yl)pyrrolidine-2-carboxylic acid",P,Backbone,PEPTIDE,H,OH,-,CN1C[C@H](N2CCC(F)(F)CC2)C[C@H]1C=O,,,142490917,N.D
253,Mono60,N.D,M060,{nnr:M60},"(2S,4S)-4-(4,4-difluoropiperidin-1-yl)pyrrolidine-2-carboxylic acid",[*]N1C[C@@H](N2CCC(F)(F)CC2)C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,,"(2S,4S)-4-(4,4-difluoropiperidin-1-yl)pyrrolidine-2-carboxylic acid",P,Backbone,PEPTIDE,H,OH,-,CN1C[C@@H](N2CCC(F)(F)CC2)C[C@H]1C=O,,,142490748,N.D
254,Mono61,N.D,M061,{nnr:M61},"(2S,3R)-2-Amino-3-hydroxyheptanoic acid",CCCC[C@@H](O)[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,,"(2S,3R)-2-Amino-3-hydroxyheptanoic acid",X,Backbone,PEPTIDE,H,OH,-,CCCC[C@@H](O)[C@@H](C=O)NC,,,10749495,N.D
255,Mono62,N.D,M062,{nnr:M62},(2S)-2-amino-3-(2-morpholin-4-ylethoxy)propanoic acid,[*]N[C@@H](COCCN1CCOCC1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-(2-morpholin-4-ylethoxy)propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCCN1CCOCC1,,,142490925,N.D
256,Mono63,N.D,M063,{nnr:M63},"(2S)-2-amino-4-(5-oxo-4H-1,2,4-oxadiazol-3-yl)butanoic acid",[*]N[C@@H](CCc1noc(=O)[nH]1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-4-(5-oxo-4H-1,2,4-oxadiazol-3-yl)butanoic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1noc(=O)[nH]1,,,146471800,N.D
257,Mono64,N.D,M064,{nnr:M64},(2S)-2-amino-3-[(2R)-2-hydroxypropoxy]propanoic acid,C[C@@H](O)COC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-[(2R)-2-hydroxypropoxy]propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COC[C@@H](C)O,,,142490727,N.D
258,Mono65,N.D,M065,{nnr:M65},"(2S)-2-amino-7,7,7-trifluoro-6-hydroxyheptanoic acid",[*]N[C@@H](CCCC(O)C(F)(F)F)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-7,7,7-trifluoro-6-hydroxyheptanoic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCCC(O)C(F)(F)F,,,146471483,N.D
259,Mono66,N.D,M066,{nnr:M66},"(2S)-2-amino-3-(3,3,3-trifluoro-2-hydroxypropoxy)propanoic acid",[*]N[C@@H](COCC(O)C(F)(F)F)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-3-(3,3,3-trifluoro-2-hydroxypropoxy)propanoic acid",S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCC(O)C(F)(F)F,,,142490690,N.D
260,Mono67,N.D,M067,{nnr:M67},"(E,5S,6S,7R,8S)-5,7-dihydroxy-2,6,8-trimethylundec-2-enoic acid",CCC[C@H](C)[C@@H](O[*])[C@@H](C)[C@@H](O)C/C=C(\C)C([*])=O |$;;;;;;;_R1;;;;;;;;;;_R2;$|,,"(E,5S,6S,7R,8S)-5,7-dihydroxy-2,6,8-trimethylundec-2-enoic acid",X,Backbone,PEPTIDE,H,OH,-,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@@H](O)C/C=C(\C)C=O,,,N.D,N.D
261,Mono68,N.D,M068,{nnr:M68},"(E,5S,6R,7R,8S)-7-hydroxy-5-methoxy-2,6,8-trimethylundec-2-enoic acid",CCC[C@H](C)[C@@H](O[*])[C@@H](C)[C@H](C/C=C(\C)C([*])=O)OC |$;;;;;;;_R1;;;;;;;;;_R2;;;$|,,"(E,5S,6R,7R,8S)-7-hydroxy-5-methoxy-2,6,8-trimethylundec-2-enoic acid",X,Backbone,PEPTIDE,H,OH,-,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@H](C/C=C(\C)C=O)OC,,,N.D,N.D
262,Mono69,N.D,M069,{nnr:M69},"(E,5S,6S,7R,8S)-5-hydroxy-7-methoxy-2,6,8-trimethylundec-2-enoic acid",CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@H](C/C=C(\C)C([*])=O)O[*] |$;;;;;;;;;;;;;;;;_R2;;;_R1$|,,"(E,5S,6S,7R,8S)-5-hydroxy-7-methoxy-2,6,8-trimethylundec-2-enoic acid",X,Backbone,PEPTIDE,H,OH,-,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@H](C/C=C(\C)C=O)OC,,,N.D,N.D
263,Mono70,N.D,M070,{nnr:M70},"(E,2S,4R)-4-methyl-2-(methylamino)-3-oxooct-6-enoic acid",C/C=C/C[C@@H](C)C(=O)[C@@H](C([*])=O)N(C)[*] |$;;;;;;;;;;_R2;;;;_R1$|,,"(E,2S,4R)-4-methyl-2-(methylamino)-3-oxooct-6-enoic acid",X,Backbone,PEPTIDE,H,OH,-,C/C=C/C[C@@H](C)C(=O)[C@@H](C=O)N(C)C,,,87885071,N.D
264,Mono71,N.D,M071,{nnr:M71},(2S)-2-amino-4-(1-ethoxycarbonyl-4H-pyrimidin-4-yl)butanoic acid,CCOC(=O)n1cnc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;_R1;;_R2;;$|,,(2S)-2-amino-4-(1-ethoxycarbonyl-4H-pyrimidin-4-yl)butanoic acid,H,Backbone,PEPTIDE,H,OH,-,CCOC(=O)n1cnc(C[C@@H](C=O)NC)c1,,,N.D,N.D
265,Mono72,N.D,M072,{nnr:M72},(2S)-2-amino-5-[bis(ethoxycarbonyl)amino]-5-oxopentanoic acid,CCOC(=O)N(C(=O)CC[C@H](N[*])C([*])=O)C(=O)OCC |$;;;;;;;;;;;;_R1;;_R2;;;;;;$|,,(2S)-2-amino-5-[bis(ethoxycarbonyl)amino]-5-oxopentanoic acid,Q,Backbone,PEPTIDE,H,OH,-,CCOC(=O)N(C(=O)CC[C@@H](C=O)NC)C(=O)OCC,,,N.D,N.D
266,Mono73,N.D,M073,{nnr:M73},(2S)-2-amino-4-[bis(ethoxycarbonyl)amino]-4-oxobutanoic acid,CCOC(=O)N(C(=O)C[C@H](N[*])C([*])=O)C(=O)OCC |$;;;;;;;;;;;_R1;;_R2;;;;;;$|,,(2S)-2-amino-4-[bis(ethoxycarbonyl)amino]-4-oxobutanoic acid,N,Backbone,PEPTIDE,H,OH,-,CCOC(=O)N(C(=O)C[C@@H](C=O)NC)C(=O)OCC,,,N.D,N.D
267,Mono74,N.D,M074,{nnr:M74},"(2S)-2-amino-5-[[(E)-N,N'-bis(ethoxycarbonyl)carbamimidoyl]amino]pentanoic acid",CCOC(=O)/N=C(/NCCC[C@H](N[*])C([*])=O)NC(=O)OCC |$;;;;;;;;;;;;;_R1;;_R2;;;;;;;$|,,"(2S)-2-amino-5-[[(E)-N,N'-bis(ethoxycarbonyl)carbamimidoyl]amino]pentanoic acid",R,Backbone,PEPTIDE,H,OH,-,CCOC(=O)/N=C(/NCCC[C@@H](C=O)NC)NC(=O)OCC,,,N.D,N.D
268,Mono75,N.D,M075,{nnr:M75},(2S)-2-(3-aminopropylamino)-3-phenylpropanoic acid,[*]NCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(3-aminopropylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
